lad_code,transaction_count,median_price_ppd,mean_price_ppd,lower_quartile_ppd,lad_name,region_code,region_name,median_price_ons,median_earnings,affordability_ratio,imd_score_wtd
E07000127,1617,240000.0,285498.1403834261,175000.0,West Lancashire,E12000002,North West,197500.0,28909.0,8.301912899097166,18.644482983944098
E07000128,1920,195000.0,223827.5067708333,146400.0,Wyre,E12000002,North West,171000.0,27657.0,7.050656253389739,20.857837629854124
E07000129,1432,275000.0,303593.3086592179,233000.0,Blaby,E12000004,East Midlands,253500.0,33327.0,8.251567797881597,10.628682618467877
E07000130,2399,270000.0,312357.8403501459,217500.0,Charnwood,E12000004,East Midlands,240000.0,32435.0,8.32434098967165,13.237586834278147
E07000131,1677,344950.0,384542.8992248062,257500.0,Harborough,E12000004,East Midlands,310000.0,28618.0,12.053602627716822,8.014496020710391
E07000132,1834,260000.0,297859.7726281352,208000.0,Hinckley and Bosworth,E12000004,East Midlands,235000.0,34606.0,7.513148009015778,13.460977357899871
E07000133,962,272000.0,311417.54054054053,210000.0,Melton,E12000004,East Midlands,249950.0,26700.0,10.187265917602996,12.532510636627679
E07000134,1735,272995.0,297987.02305475506,216000.0,North West Leicestershire,E12000004,East Midlands,235000.0,30034.0,9.089531863887592,14.573204515026054
E07000135,756,275000.0,307166.21428571426,222500.0,Oadby and Wigston,E12000004,East Midlands,248000.0,23103.0,11.903216032549883,12.958279526293229
E07000136,932,200000.0,218627.4356223176,155000.0,Boston,E12000004,East Midlands,180000.0,26187.0,7.637377324626724,22.967301503386746
E07000137,2161,220000.0,245041.6122165664,165000.0,East Lindsey,E12000004,East Midlands,199950.0,26724.0,8.23230055380931,29.89153743807399
E07000138,1137,180000.0,202200.6437994723,140000.0,Lincoln,E12000004,East Midlands,175000.0,29482.0,6.105420256427651,26.88913969740709
E07000139,1848,231475.0,261489.53084415584,187500.0,North Kesteven,E12000004,East Midlands,227000.0,29941.0,7.731037707491399,11.553116119658426
E07000140,1547,235000.0,255478.1047188106,185000.0,South Holland,E12000004,East Midlands,220000.0,27809.0,8.450501636160956,17.896494865472082
E07000141,2223,265000.0,310458.8025191183,195347.5,South Kesteven,E12000004,East Midlands,239950.0,28724.0,9.225734577356912,13.498579898978305
E07000142,1502,228000.0,252586.64447403463,160000.0,West Lindsey,E12000004,East Midlands,208000.0,30000.0,7.6,20.354826394715893
E07000143,2231,270746.0,304963.793814433,210000.0,Breckland,E12000006,East of England,250000.0,28303.0,9.565982404692082,19.61419451430776
E07000144,2232,300000.0,330626.2168458781,248000.0,Broadland,E12000006,East of England,280000.0,32576.0,9.209233791748527,11.816581168164515
E07000145,1434,220000.0,236720.4470013947,165000.0,Great Yarmouth,E12000006,East of England,205000.0,26484.0,8.306902280622262,33.09689619226284
E07000146,2147,265000.0,316666.4420121099,200000.0,King's Lynn and West Norfolk,E12000006,East of England,250000.0,30544.0,8.676008381351492,23.720353065231617
E07000147,1668,310000.0,355806.35491606715,225000.0,North Norfolk,E12000006,East of England,290000.0,26296.0,11.788865226650442,21.057617396131594
E07000148,1768,235000.0,269935.36029411765,184000.0,Norwich,E12000006,East of England,219000.0,28457.0,8.25807358470675,27.598930702703484
E07000149,2235,300000.0,338101.6460850112,240000.0,South Norfolk,E12000006,East of England,280000.0,29114.0,10.304320945249708,13.31788865768794
E07000170,1858,200000.0,218756.75349838537,157125.0,Ashfield,E12000004,East Midlands,170000.0,29136.0,6.86436024162548,26.30763362114309
E07000171,1888,205250.0,237120.53866525425,156000.0,Bassetlaw,E12000004,East Midlands,179000.0,26888.0,7.633516810473074,22.58807907438831
E07000172,1586,250000.0,280061.6822194199,195037.5,Broxtowe,E12000004,East Midlands,215000.0,27113.0,9.220669051746397,14.238203251160174
E07000173,1916,255000.0,280491.66075156577,200000.0,Gedling,E12000004,East Midlands,210000.0,26135.0,9.75703080160704,14.89400433090527
E07000174,1450,190000.0,211708.0848275862,147500.0,Mansfield,E12000004,East Midlands,162000.0,26761.0,7.099884159784762,28.503084959730284
E07000175,2017,237350.0,276154.5954387704,173000.0,Newark and Sherwood,E12000004,East Midlands,215747.5,26911.0,8.819813459180262,19.226734654910516
E07000176,2078,348000.0,386454.7834456208,260000.0,Rushcliffe,E12000004,East Midlands,290000.0,28689.0,12.13008470145352,7.1802094413958075
E07000177,2221,350000.0,393623.1031067087,270000.0,Cherwell,E12000008,South East,325000.0,33207.0,10.53994639684404,14.410383403491819
E07000178,1270,460000.0,599548.5102362204,360000.0,Oxford,E12000008,South East,430000.0,38779.0,11.862090306609248,16.706607952635792
E07000179,2314,445000.0,539570.5522904062,345000.0,South Oxfordshire,E12000008,South East,425000.0,36315.0,12.253889577309652,8.458925659785733
E07000180,2305,400000.0,449349.378308026,311000.0,Vale of White Horse,E12000008,South East,365000.0,38134.0,10.489327109665917,8.357478219292839
E07000181,1588,379221.0,479945.5295969773,295000.0,West Oxfordshire,E12000008,South East,347500.0,34006.0,11.151590895724285,8.684223913303686
E07000192,1295,220000.0,234962.26486486488,176500.0,Cannock Chase,E12000005,West Midlands,192500.0,29719.0,7.4026716915104815,20.426416864656307
E07000193,1911,229995.0,265352.8890633176,165000.0,East Staffordshire,E12000005,West Midlands,205000.0,31048.0,7.407723524864726,19.028227889386216
E07000194,1714,309997.5,358450.1406067678,230000.0,Lichfield,E12000005,West Midlands,272500.0,28845.0,10.747009880395217,12.566322036390732
E07000195,1737,187500.0,221628.479562464,140000.0,Newcastle-under-Lyme,E12000005,West Midlands,168000.0,27238.0,6.883765327850797,18.92915128918597
E07000196,1331,280000.0,321570.0586025545,226750.0,South Staffordshire,E12000005,West Midlands,250000.0,28259.0,9.908347783007184,13.12376863765068
E07000197,2004,247500.0,280282.7230538922,185500.0,Stafford,E12000005,West Midlands,220000.0,28523.0,8.677207867335133,13.6776203286782
E07000198,1399,225400.0,249941.1765546819,170000.0,Staffordshire Moorlands,E12000005,West Midlands,190000.0,26204.0,8.601740192337047,15.040029868883261
E07000199,1104,240000.0,254349.29981884055,187375.0,Tamworth,E12000005,West Midlands,215000.0,28143.0,8.527875493017802,21.061077060745966
E07000200,1383,325000.0,371658.6558206797,255000.0,Babergh,E12000006,East of England,315000.0,25785.0,12.604227263913128,14.26682001112347
E07000202,1652,240000.0,251911.55508474572,185000.0,Ipswich,E12000006,East of England,223000.0,30605.0,7.841855905897729,25.890312250352224
E07000203,1923,318000.0,354111.6588663547,250000.0,Mid Suffolk,E12000006,East of England,290000.0,32413.0,9.810878351278808,13.225204616412803
E07000207,2069,655000.0,899618.4770420493,450000.0,Elmbridge,E12000008,South East,650000.0,30000.0,21.83333333333333,7.943852494128421
E07000208,974,535000.0,578105.5092402464,378250.0,Epsom and Ewell,E12000008,South East,526250.0,33824.0,15.81717123935667,8.8330345785697
E07000209,1848,500000.0,630679.9134199134,380000.0,Guildford,E12000008,South East,475000.0,38027.0,13.148552344386882,9.39513981739827
E07000210,1194,580000.0,648339.7981574539,375000.0,Mole Valley,E12000008,South East,550000.0,39893.0,14.53889153485574,9.511189300742716
E07000211,2099,490000.0,574799.502143878,350000.0,Reigate and Banstead,E12000008,South East,450000.0,39073.0,12.54062907890359,11.276083673797201
E07000212,1122,464000.0,591828.9376114082,350000.0,Runnymede,E12000008,South East,440000.0,40000.0,11.6,12.012295521931478
E07000213,1314,450000.0,475822.00304414006,349050.0,Spelthorne,E12000008,South East,420000.0,32237.0,13.959115302292396,14.942642317252055
E07000214,1242,470000.0,526215.6747181965,350000.0,Surrey Heath,E12000008,South East,440000.0,36632.0,12.830312295260974,8.065892043191825
E07000215,1138,485000.0,579896.6915641476,370000.0,Tandridge,E12000008,South East,475000.0,29925.0,16.20718462823726,11.896133726750005
E07000216,1901,545000.0,635187.8874276696,390000.0,Waverley,E12000008,South East,515000.0,31083.0,17.533700093298588,7.494057761005072
E07000217,1392,450000.0,545941.7593390804,315000.0,Woking,E12000008,South East,426000.0,35258.0,12.76306086561915,10.803590952305498
E07000218,768,263250.0,296084.01171875,200000.0,North Warwickshire,E12000005,West Midlands,240000.0,34564.0,7.616305983103808,17.906828136700394
E07000219,1990,239500.0,251608.0286432161,185000.0,Nuneaton and Bedworth,E12000005,West Midlands,203000.0,31319.0,7.647115169705291,23.540249377976824
E07000220,1922,295000.0,325217.41883454734,228000.0,Rugby,E12000005,West Midlands,252000.0,36417.0,8.100612351374359,14.119128983772919
E07000221,2447,364995.0,437619.2329382918,270000.0,Stratford-on-Avon,E12000005,West Midlands,330000.0,42929.0,8.502294486244729,11.728325756709516
E07000222,2424,360000.0,419309.25041254127,276775.0,Warwick,E12000005,West Midlands,320000.0,33616.0,10.70918610185626,12.00475582642754
E07000223,871,373000.0,399352.1435132032,300000.0,Adur,E12000008,South East,365000.0,28238.0,13.209150789715986,17.593890029279347
E07000224,2720,345000.0,387525.3628676471,267875.0,Arun,E12000008,South East,321000.0,27461.0,12.563271548741852,18.638347350731134
E07000225,1787,420000.0,532694.0117515388,320000.0,Chichester,E12000008,South East,400000.0,28547.0,14.71257925526325,14.084918070366095
E07000226,1185,345000.0,353247.9670886076,277500.0,Crawley,E12000008,South East,310000.0,36053.0,9.569245277785482,18.940300576262324
E07000227,2175,440000.0,505592.9618390805,332000.0,Horsham,E12000008,South East,415000.0,32334.0,13.60796684604441,9.889918698351657
E07000228,2446,430000.0,492358.7015535568,330000.0,Mid Sussex,E12000008,South East,410000.0,31401.0,13.6938314066431,7.747182970356721
E07000229,1704,355000.0,383049.4460093897,250000.0,Worthing,E12000008,South East,330000.0,29044.0,12.222834320341551,17.01170022991053
E07000234,1365,335000.0,379663.3399267399,252500.0,Bromsgrove,E12000005,West Midlands,315000.0,27494.0,12.184476613079218,11.696548984606338
E07000235,1288,325000.0,373821.4316770186,258850.0,Malvern Hills,E12000005,West Midlands,307000.0,27744.0,11.714244521337948,16.06590884732584
E07000236,1105,248000.0,273851.1194570136,190000.0,Redditch,E12000005,West Midlands,232000.0,30780.0,8.057179987004549,22.52386476226406
E07000237,1444,254750.0,277205.12950138503,200000.0,Worcester,E12000005,West Midlands,221500.0,30003.0,8.490817584908175,20.414488032876168
E07000238,1811,330000.0,376229.9337382662,245000.0,Wychavon,E12000005,West Midlands,295000.0,32022.0,10.305415027168822,15.765628988187123
E07000239,1418,250000.0,275811.4097320169,187962.5,Wyre Forest,E12000005,West Midlands,217250.0,27346.0,9.142104878227164,22.436670087049066
E07000240,2000,625000.0,729548.4115,430000.0,St Albans,E12000006,East of England,590000.0,33468.0,18.6745547986136,8.339150169644567
E07000241,1179,430000.0,524206.12807463954,335500.0,Welwyn Hatfield,E12000006,East of England,415000.0,39794.0,10.805649092828064,14.215473909868912
E07000242,2263,455000.0,509372.33539549273,336925.0,East Hertfordshire,E12000006,East of England,415000.0,32293.0,14.08974081070201,8.188423696085488
E07000243,923,330000.0,347513.96749729145,280000.0,Stevenage,E12000006,East of England,310000.0,41224.0,8.005045604502232,19.694863188533013
E07000244,3714,285000.0,331767.8131394723,214962.5,East Suffolk,E12000006,East of England,267500.0,30821.0,9.246942020051264,19.560125780178222
E07000245,2458,287500.0,328861.66029292106,230000.0,West Suffolk,E12000006,East of England,270000.0,29613.0,9.70857393712221,16.245017892360835
E08000001,3266,200000.0,231268.7813839559,147000.0,Bolton,E12000002,North West,162500.0,27696.0,7.221259387637204,30.691097179840188
E08000002,2378,240000.0,267059.6042893188,178000.0,Bury,E12000002,North West,213000.0,29060.0,8.258774948382657,23.6816002939485
E08000003,4974,255000.0,286287.04865299555,190000.0,Manchester,E12000002,North West,213000.0,36554.0,6.9759807408217975,40.00451506947147
E08000004,2317,200000.0,229280.4130340958,150000.0,Oldham,E12000002,North West,169950.0,27990.0,7.145409074669525,33.154884811704754
E08000005,2416,205000.0,226553.2417218543,150000.0,Rochdale,E12000002,North West,165000.0,29036.0,7.060201129632181,34.415039812996724
E08000006,3400,225000.0,244813.52588235293,169000.0,Salford,E12000002,North West,200000.0,34741.0,6.476497510146513,34.21006795485217
E08000007,4218,296000.0,342115.2216690375,220000.0,Stockport,E12000002,North West,266000.0,28296.0,10.460842521911225,20.825884765536887
E08000008,2794,212000.0,229400.07874015748,168000.0,Tameside,E12000002,North West,178000.0,27115.0,7.818550617739259,31.373679364534755
E08000009,3081,358000.0,426433.6303148328,262000.0,Trafford,E12000002,North West,320000.0,31516.0,11.359309557050388,16.08782638909754
E08000010,4442,190000.0,211097.93066186403,142500.0,Wigan,E12000002,North West,160000.0,28003.0,6.7849873227868445,25.71312847728212
E08000011,1858,191250.0,212158.62701829924,140000.0,Knowsley,E12000002,North West,159975.0,32181.0,5.942947702060222,43.006185390664264
E08000012,4811,170000.0,203036.6108917065,124000.0,Liverpool,E12000002,North West,150750.0,33648.0,5.052306229196386,42.41172028441413
E08000013,2251,185000.0,208560.1035095513,137000.0,St. Helens,E12000002,North West,155000.0,28468.0,6.498524659266545,31.518191917428712
E08000014,3818,224000.0,253798.6786275537,160000.0,Sefton,E12000002,North West,196000.0,27006.0,8.294453084499741,27.035081356068382
E08000015,4310,213500.0,249840.32157772625,149950.0,Wirral,E12000002,North West,190000.0,28840.0,7.402912621359223,29.58865857320485
E08000017,3846,172500.0,196058.3151326053,130000.0,Doncaster,E12000003,Yorkshire and The Humber,150000.0,28928.0,5.963080752212389,30.288774517830852
E08000018,3392,187500.0,215162.94929245283,140000.0,Rotherham,E12000003,Yorkshire and The Humber,163000.0,29088.0,6.445957095709571,29.55027032641063
E08000021,3592,199950.0,240243.02867483292,140000.0,Newcastle upon Tyne,E12000001,North East,175000.0,31786.0,6.290505253885359,29.78956364267928
E08000022,3175,200000.0,239543.3281889764,140000.0,North Tyneside,E12000001,North East,170000.0,29311.0,6.823376889222476,22.279117119250213
E08000023,1652,160000.0,188311.11259079905,116000.0,South Tyneside,E12000001,North East,140000.0,25490.0,6.276971361318164,31.509000760968384
E08000024,3225,150000.0,172642.5234108527,105000.0,Sunderland,E12000001,North East,132000.0,28214.0,5.316509534273765,30.586176429575197
E08000025,9386,230000.0,267659.16844236094,180000.0,Birmingham,E12000005,West Midlands,210000.0,33374.0,6.891592257445916,38.06700782968699
E08000026,3585,223496.0,243233.02343096235,175000.0,Coventry,E12000005,West Midlands,205000.0,35124.0,6.363056599476142,25.61258788572358
E08000027,3637,230000.0,248212.3929062414,180000.0,Dudley,E12000005,West Midlands,200000.0,29071.0,7.911664545423274,24.102485700105266
E08000028,2571,210000.0,215738.8148580319,165500.0,Sandwell,E12000005,West Midlands,180000.0,28766.0,7.300285058749913,34.884012541483735
E08000029,2934,325000.0,381555.2413087935,223000.0,Solihull,E12000005,West Midlands,310750.0,35794.0,9.079734033636925,17.370315257501165
E08000030,2620,215000.0,237557.51259541983,165475.0,Walsall,E12000005,West Midlands,185000.0,28691.0,7.493639120281621,31.554697433666817
E08000031,2238,210000.0,228109.1554959785,165000.0,Wolverhampton,E12000005,West Midlands,179000.0,32053.0,6.551648831622625,32.10214212131428
E08000032,6389,175000.0,214580.2219439662,125000.0,Bradford,E12000003,Yorkshire and The Humber,150000.0,29745.0,5.883341738107245,34.66625901196311
E08000033,2845,180000.0,213097.8270650264,130000.0,Calderdale,E12000003,Yorkshire and The Humber,162500.0,30451.0,5.911135923286592,26.350965385503674
E08000034,5562,203450.0,236354.8617403812,147000.0,Kirklees,E12000003,Yorkshire and The Humber,173000.0,28821.0,7.059088858818223,25.151006725115803
E08000035,10057,240000.0,282194.5965993835,176000.0,Leeds,E12000003,Yorkshire and The Humber,215000.0,32953.0,7.283100172973629,27.300859717538355
E08000036,4561,198500.0,221762.9921069941,148000.0,Wakefield,E12000003,Yorkshire and The Humber,171500.0,30950.0,6.413570274636511,27.3062092665762
E08000037,2587,160500.0,185310.90143022808,120000.0,Gateshead,E12000001,North East,137260.0,28507.0,5.630196092187884,28.216913976522378
E08000038,3458,175000.0,200671.66772700983,128000.0,Barnsley,E12000003,Yorkshire and The Humber,,29339.0,5.964756808343843,29.93271140063789
E08000039,6378,213875.0,257609.7546252744,155000.0,Sheffield,E12000003,Yorkshire and The Humber,,31829.0,6.719501083917183,27.060131705954387
E09000001,212,796812.5,978123.6509433964,649137.5,City of London,E12000007,London,790000.0,67064.0,11.88137450793272,14.720484223119485
E09000002,1261,362000.0,356502.59318001586,285000.0,Barking and Dagenham,E12000007,London,345000.0,32433.0,11.1614713409182,32.768189807041814
E09000003,3432,580000.0,752600.2094988344,410000.0,Barnet,E12000007,London,585000.0,30926.0,18.754446097135094,16.148218737624678
E09000004,2686,425000.0,437171.85443037975,337500.0,Bexley,E12000007,London,393700.0,27441.0,15.487773769177508,16.273359227186276
E09000005,1757,560000.0,695264.233352305,410000.0,Brent,E12000007,London,535000.0,32335.0,17.31869491263337,25.557941049891326
E09000006,4263,500000.0,580058.500821018,370000.0,Bromley,E12000007,London,497750.0,33520.0,14.916467780429594,14.163334266822007
E09000007,2168,800000.0,1169298.871309963,575000.0,Camden,E12000007,London,755000.0,48822.0,16.386055466797757,20.130583537363076
E09000008,3648,420000.0,458144.52247807017,315000.0,Croydon,E12000007,London,408250.0,34987.0,12.00445879898248,22.477257841976478
E09000009,2930,520000.0,646854.5341296928,400000.0,Ealing,E12000007,London,525000.0,33592.0,15.479876160990711,22.709747302380293
E09000010,2332,468000.0,550617.1200686106,372375.0,Enfield,E12000007,London,450100.0,31252.0,14.97504159733777,25.781373990837686
E09000011,2830,462250.0,526593.0265017668,370000.0,Greenwich,E12000007,London,440000.0,30787.0,15.0144541527268,24.4642098610003
E09000012,2245,597500.0,712637.7198218263,455000.0,Hackney,E12000007,London,600000.0,37736.0,15.83368666525334,32.52605075830337
E09000013,2326,800000.0,1071442.5765262253,540000.0,Hammersmith and Fulham,E12000007,London,790000.0,44042.0,18.16447936061033,22.270272465665993
E09000014,2166,563750.0,730286.2460757156,425000.0,Haringey,E12000007,London,550500.0,27716.0,20.340236686390533,27.955648523211472
E09000015,1698,550000.0,598419.6843345112,395000.0,Harrow,E12000007,London,542550.0,32208.0,17.07650273224044,15.030631919065868
E09000016,3101,435000.0,461481.3195743309,365000.0,Havering,E12000007,London,411500.0,31874.0,13.647486979983686,16.788708663659147
E09000017,2395,490000.0,520835.5194154488,352500.0,Hillingdon,E12000007,London,465000.0,37941.0,12.91478875095543,18.22307050355338
E09000018,2088,482250.0,596956.5234674329,360000.0,Hounslow,E12000007,London,462000.0,38422.0,12.551402842121702,21.48743678497983
E09000019,2205,700000.0,889811.7523809524,500000.0,Islington,E12000007,London,640000.0,49624.0,14.106077704336611,27.535320734246
E09000020,1741,1235000.0,2098054.686387134,735000.0,Kensington and Chelsea,E12000007,London,1275000.0,38541.0,32.04379751433538,21.525501453442548
E09000021,1922,545000.0,638508.777835588,400000.0,Kingston upon Thames,E12000007,London,530000.0,36898.0,14.770448262778473,11.38129482136718
E09000022,3558,540000.0,666018.5730747611,410000.0,Lambeth,E12000007,London,550000.0,42039.0,12.845215157353886,25.42222815805509
E09000023,2872,470000.0,537284.6270891365,355375.0,Lewisham,E12000007,London,450000.0,34965.0,13.442013442013442,26.660891264038185
E09000024,2332,540000.0,722318.6831046313,400000.0,Merton,E12000007,London,540000.0,32983.0,16.37207046054028,14.649061267691113
E09000025,1991,450000.0,468757.3485685585,360000.0,Newham,E12000007,London,425000.0,39117.0,11.50394968939336,29.576934950959686
E09000026,2024,494500.0,548933.0424901185,367125.0,Redbridge,E12000007,London,490000.0,28125.0,17.58222222222222,17.203200142316266
E09000027,2615,715000.0,927186.48833652,490000.0,Richmond upon Thames,E12000007,London,748500.0,35263.0,20.276210191985932,9.424622122972945
E09000028,3071,560000.0,691469.938130902,415000.0,Southwark,E12000007,London,538750.0,47136.0,11.88051595383571,25.810813003754447
E09000029,2286,462250.0,498220.1802274716,320000.0,Sutton,E12000007,London,425000.0,35113.0,13.164639876968645,13.986727422824837
E09000030,2778,500000.0,590193.0061195104,395125.0,Tower Hamlets,E12000007,London,532100.0,59974.0,8.33694600993764,27.912694872510443
E09000031,2770,520000.0,550409.1685920578,395000.0,Waltham Forest,E12000007,London,500000.0,28880.0,18.005540166204987,25.208961296186146
E09000032,4965,652000.0,843753.0870090635,470000.0,Wandsworth,E12000007,London,652500.0,37534.0,17.3709170352214,16.611464694019013
E09000033,2295,950000.0,1844021.637472767,600000.0,Westminster,E12000007,London,900000.0,49973.0,19.010265543393437,20.339038307561115
